municipality_code,municipality_name,county_code,percent_vaccinated,population_total,population_total_m,population_total_f,area_km2,population_density,urbanization_rate,healthcare_advices,population_per_pharmacy,installations_network_gas,appartments_per_1000_persons,persons_per_library,library_readers_per_1000_persons,forests_area,unemployment_rate,unemployment_rate_m,unemployment_rate_f,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,net_scholarization,county_name,average_wage_relative,doctors_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,percent_population_below_25,percent_population_25_60,percent_population_over_60,municipality_code_old,election_presence,percent_invalid_votes,voivodeship,PIS_party,KO_party,KONFEDERACJA_party,PSL_party,SLD_party
100806,Lutomiersk,1008000,58.2,9179,4534,4645,134,68.5,0.0,36360.0,4590,36.1,379.9,9179,50,991.42,4.5,4.3,4.9,4935.47,932.59,2.8,89.55,pabianicki,84.6,16.3,23.52,36.49,18.31,16.7,298.2,26.037694737988886,56.32421832443622,15.600827976903803,1008062,"63,98","1,16",łódzkie,"43,84","27,73","7,24","9,15","10,35"
100807,Pabianice,1008000,52.9,8311,4082,4229,88,94.8,0.0,20319.0,0,7.6,334.5,1662,78,332.46,2.9,2.6,3.3,6532.45,1449.17,26.37,96.75,pabianicki,84.6,16.3,23.52,36.49,18.31,16.7,298.2,30.104680543857537,55.86572012994826,12.176633377451571,1008072,"71,15","0,62",łódzkie,"43,93","23,87","6,57","10,70","13,14"
100901,Działoszyn,1009000,54.2,11915,5886,6029,121,98.5,46.2,43998.0,1986,6.5,340.2,3972,176,2456.51,4.3,3.8,5.0,5593.04,1143.16,130.82,99.09,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,25.883340327318503,56.08057070919009,15.870751154007554,1009013,"59,93","1,65",łódzkie,"58,77","14,54","5,90","8,83","11,30"
100902,Kiełczygłów,1009000,51.0,3887,1942,1945,87,44.6,0.0,13573.0,3887,0.2,323.9,1296,115,990.96,5.5,4.6,6.6,4992.28,699.25,3.54,105.41,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,24.80061744275791,54.33496269616671,17.854386416259327,1009022,"62,85","1,19",łódzkie,"71,39","5,98","4,92","11,00","5,98"
100903,Nowa Brzeźnica,1009000,47.9,4444,2227,2217,135,32.9,0.0,7526.0,4444,0.2,385.9,1481,104,3148.52,7.2,6.1,8.6,5324.29,585.28,25.59,96.88,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,23.694869486948694,56.21062106210621,17.214221422142213,1009032,"58,60","1,67",łódzkie,"58,84","7,95","5,51","19,94","7,26"
100904,Pajęczno,1009000,51.5,11448,5617,5831,114,100.7,57.6,63718.0,1908,5.7,348.8,5724,177,935.19,5.9,5.2,6.6,5177.4,837.3,23.59,95.75,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,25.716282320055907,54.29769392033543,17.46156533892383,1009043,"58,95","1,19",łódzkie,"54,68","16,13","5,51","11,97","10,60"
100905,Rząśnia,1009000,44.8,4865,2419,2446,86,56.5,0.0,22079.0,4865,0.3,322.3,1216,150,495.02,7.6,4.4,11.4,11386.67,718.55,2.82,96.66,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,28.90030832476876,53.627954779033914,15.087358684480986,1009052,"61,95","1,10",łódzkie,"70,83","7,87","5,32","10,05","5,40"
100906,Siemkowice,1009000,50.6,4559,2290,2269,100,45.6,0.0,17416.0,2280,1.4,323.1,4559,33,1420.86,5.0,4.4,5.8,5740.82,618.64,2.93,93.58,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,27.352489581048477,53.454704979162095,16.75806097828471,1009062,"57,04","2,08",łódzkie,"64,77","5,86","5,32","16,28","6,72"
100907,Strzelce Wielkie,1009000,45.5,4290,2127,2163,78,55.0,0.0,10231.0,0,0.6,362.5,4290,90,138.27,5.8,6.3,5.2,5296.76,648.63,9.75,89.53,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,23.589743589743588,56.96969696969697,16.62004662004662,1009072,"58,45","2,57",łódzkie,"63,87","5,52","3,82","22,36","3,77"
100908,Sulmierzyce,1009000,47.6,4426,2175,2251,83,53.5,0.0,17599.0,4426,0.6,359.0,738,217,571.87,6.7,5.2,8.6,10845.5,787.07,6.36,101.1,pajęczański,82.8,5.8,16.2,30.82,27.75,20.68,67.32,25.259828287392676,54.450971531857206,18.120198825124266,1009082,"64,26","1,50",łódzkie,"71,98","7,25","5,95","7,17","6,78"
101001,Aleksandrów,1010000,55.2,4331,2168,2163,144,30.1,0.0,11850.0,0,0.4,430.6,2166,56,1946.7,3.5,2.7,4.7,5542.61,438.61,3.94,89.72,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,25.836989148002772,53.19787577926576,17.848072038790118,1010012,"59,75","1,17",łódzkie,"68,83","6,45","4,50","12,63","7,59"
101002,Czarnocin,1010000,54.6,4116,2017,2099,72,57.3,0.0,15463.0,4116,0.1,319.2,4116,99,479.0,1.9,1.9,1.9,6027.15,680.57,10.46,93.44,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,26.846452866861032,54.98056365403304,16.229348882410108,1010022,"62,56","0,78",łódzkie,"63,99","8,46","8,76","10,53","8,26"
101003,Gorzkowice,1010000,51.9,8367,4092,4275,102,81.9,0.0,25096.0,4184,7.1,364.8,1673,107,783.0,3.4,2.6,4.4,5109.69,846.18,1.54,85.97,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,27.811640970479264,54.093462411856095,16.43360822277997,1010032,"60,57","1,79",łódzkie,"67,05","6,88","5,99","10,67","9,41"
101004,Grabica,1010000,53.4,6059,3029,3030,128,47.5,0.0,6834.0,6059,0.7,321.7,2020,62,839.71,2.5,2.3,2.7,6549.94,613.65,1.26,88.28,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,29.229245750123784,54.26638059085658,14.457831325301203,1010042,"59,28","0,96",łódzkie,"68,61","7,76","5,65","11,83","6,15"
101005,Łęki Szlacheckie,1010000,49.6,3286,1658,1628,109,30.2,0.0,11000.0,0,0.2,381.6,1643,78,1642.93,4.1,2.7,6.0,5716.54,520.49,3.43,83.23,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,26.62811929397444,53.46926354230067,16.798539257455875,1010052,"53,34","0,97",łódzkie,"71,30","8,45","4,91","8,39","6,95"
101006,Moszczenica,1010000,53.4,12738,6248,6490,111,114.3,0.0,59480.0,3185,1.4,337.5,3185,69,492.79,3.3,3.2,3.4,5498.83,780.41,37.14,92.56,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,27.53964515622547,55.27555346208196,15.29282461924949,1010062,"61,59","1,09",łódzkie,"62,55","9,95","8,16","9,99","9,35"
101007,Ręczno,1010000,56.2,3408,1687,1721,89,38.3,0.0,11500.0,1704,1.2,351.2,3408,119,713.2,4.1,3.5,4.8,4942.26,538.98,2.81,89.66,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,26.173708920187792,52.99295774647887,18.28051643192488,1010072,"56,92","1,98",łódzkie,"66,85","6,85","5,18","12,14","8,99"
101008,Rozprza,1010000,53.5,12309,6013,6296,163,75.5,0.0,50191.0,6155,0.7,315.5,2462,102,1137.12,3.8,3.4,4.2,5037.02,707.87,5.96,95.6,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,28.56446502559103,54.33422698838248,15.240880656430253,1010082,"58,65","1,23",łódzkie,"67,31","10,00","5,36","9,13","8,19"
101009,Sulejów,1010000,53.4,16646,8248,8398,188,88.4,36.4,90700.0,4162,16.9,343.8,4162,147,1898.45,4.8,4.6,5.0,5330.53,862.64,4.85,89.85,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,27.508110056470024,55.466778805719095,15.000600744923705,1010093,"61,27","1,39",łódzkie,"58,71","13,69","6,49","8,27","12,84"
101010,Wola Krzysztoporska,1010000,52.1,11940,5870,6070,171,69.9,0.0,46757.0,3980,1.6,323.0,2985,54,1019.0,3.8,3.3,4.4,6061.06,734.18,50.76,88.77,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,29.162479061976548,54.128978224455615,14.824120603015075,1010102,"61,70","1,24",łódzkie,"72,06","7,34","6,06","6,98","7,57"
101011,Wolbórz,1010000,53.6,7836,3873,3963,152,51.7,28.9,32103.0,2612,18.5,358.3,2612,132,716.0,3.2,3.1,3.3,6962.58,1049.21,60.9,90.65,piotrkowski,77.0,2.0,16.55,34.8,22.32,21.61,332.09,26.607963246554366,54.772843287391524,16.666666666666664,1010113,"65,95","1,22",łódzkie,"56,01","11,54","8,41","15,30","8,73"
101101,Dalików,1011000,54.5,3963,1987,1976,115,34.6,0.0,13609.0,3963,0.3,382.3,1982,124,784.68,4.2,3.9,4.7,6679.82,591.82,-0.12,103.84,poddębicki,103.0,8.7,15.76,32.33,24.49,23.11,940.5,26.419379258137777,54.6555639666919,16.70451678021701,1011012,"59,27","1,71",łódzkie,"57,87","12,70","4,83","16,02","7,82"
101102,Pęczniew,1011000,53.1,3435,1729,1706,128,26.9,0.0,21808.0,0,0.4,452.7,3435,108,740.08,6.4,6.2,6.7,5397.77,453.74,1.55,90.0,poddębicki,103.0,8.7,15.76,32.33,24.49,23.11,940.5,25.385735080058225,54.672489082969435,17.554585152838428,1011022,"58,69","1,36",łódzkie,"64,99","13,55","4,20","8,57","7,91"
101103,Poddębice,1011000,58.7,14895,7245,7650,225,66.3,47.1,83489.0,1862,15.1,403.2,4965,125,1289.2,5.5,5.1,6.0,6827.91,836.8,22.14,88.18,poddębicki,103.0,8.7,15.76,32.33,24.49,23.11,940.5,24.350453172205437,55.69654246391407,18.24773413897281,1011033,"59,80","1,40",łódzkie,"46,96","17,04","4,68","19,90","10,53"
101104,Uniejów,1011000,56.3,6833,3332,3501,129,53.0,42.8,48497.0,1708,1.9,427.0,1708,96,724.88,5.6,5.4,5.8,8165.73,757.32,19.69,116.73,poddębicki,103.0,8.7,15.76,32.33,24.49,23.11,940.5,23.196253475779308,54.99780477096444,19.21557149129226,1011043,"59,76","1,38",łódzkie,"61,99","13,28","5,01","9,67","8,90"
101105,Wartkowice,1011000,54.8,6101,3060,3041,140,43.5,0.0,22303.0,6101,1.3,329.9,3051,121,411.41,5.4,5.1,5.8,6400.48,571.26,360.89,72.52,poddębicki,103.0,8.7,15.76,32.33,24.49,23.11,940.5,25.9465661366989,55.2860186854614,16.571053925585968,1011052,"51,79","2,19",łódzkie,"61,58","9,02","6,27","13,45","8,23"
101106,Zadzim,1011000,51.4,4813,2438,2375,144,33.2,0.0,17828.0,4813,0.5,383.8,1604,85,1409.22,5.5,5.6,5.4,5811.55,512.45,1.12,89.97,poddębicki,103.0,8.7,15.76,32.33,24.49,23.11,940.5,25.11946810720964,53.043839601080414,19.135674215665905,1011062,"57,29","1,77",łódzkie,"61,18","8,40","5,01","17,52","6,94"
101201,Radomsko,1012000,58.9,44605,21144,23461,51,867.3,100.0,316830.0,2478,52.6,439.1,8921,205,103.0,3.9,3.1,4.9,5348.99,1014.3,88.04,101.08,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,22.271045846878152,55.67985651832754,19.854276426409594,1012011,"60,81","1,06",łódzkie,"45,95","33,17","5,77","3,99","11,11"
101202,Dobryszyce,1012000,50.1,4574,2321,2253,51,90.0,0.0,5935.0,0,0.3,336.9,4574,35,630.1,2.8,2.1,3.7,5170.13,692.64,10.38,73.0,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,29.40533449934412,55.312636641888936,13.926541320507216,1012022,"59,69","1,90",łódzkie,"56,58","21,54","6,60","6,60","8,68"
101203,Gidle,1012000,51.2,5882,2973,2909,116,50.7,0.0,17340.0,5882,0.3,410.9,1961,129,1185.7,4.1,3.7,4.7,5036.5,624.92,2.16,88.53,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,23.05338320299218,55.93335600136008,18.259095545732745,1012032,"53,96","1,54",łódzkie,"56,70","17,75","7,07","8,33","10,16"
101204,Gomunice,1012000,52.3,5748,2810,2938,62,92.0,0.0,17514.0,2874,30.7,396.7,1916,127,947.55,4.0,2.3,5.9,5575.19,909.81,10.09,86.46,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,25.904662491301323,55.062630480167016,16.61447459986082,1012042,"59,85","1,64",łódzkie,"60,26","15,47","7,67","6,88","9,72"
101205,Kamieńsk,1012000,54.2,5711,2841,2870,96,59.2,46.8,16381.0,5711,19.0,391.9,2856,109,1191.1,2.8,1.8,4.0,8775.19,957.85,323.18,91.79,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,25.93241113640343,56.10225879880931,15.601470845736298,1012053,"61,51","1,21",łódzkie,"68,98","10,92","7,05","5,55","7,50"
101206,Kobiele Wielkie,1012000,51.9,4280,2121,2159,102,42.1,0.0,14952.0,4280,3.9,332.5,4280,81,950.66,3.1,2.4,4.1,5028.28,571.17,16.46,92.86,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,27.19626168224299,55.39719626168225,15.467289719626168,1012062,"54,37","1,51",łódzkie,"55,41","15,53","5,12","8,08","15,85"
101207,Kodrąb,1012000,55.5,4398,2183,2215,106,41.6,0.0,16458.0,4398,0.5,347.2,4398,94,938.6,3.1,2.0,4.4,5058.52,570.59,27.4,94.72,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,25.69349704411096,54.59299681673488,17.394270122783084,1012072,"54,22","2,40",łódzkie,"62,51","14,64","4,66","10,78","7,42"
101208,Lgota Wielka,1012000,47.8,4219,2112,2107,63,66.9,0.0,20738.0,0,0.4,318.6,1055,100,417.14,2.4,1.3,3.7,6164.96,831.85,2.21,87.97,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,26.71249111163783,56.22185351979142,15.003555344868452,1012082,"57,98","1,70",łódzkie,"64,92","13,82","6,37","7,24","7,65"
101209,Ładzice,1012000,49.6,4709,2450,2259,83,56.9,0.0,12952.0,0,0.8,330.2,2355,144,1129.07,3.0,2.4,3.8,5195.41,746.38,3.3,85.71,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,26.120195370567,55.128477383733276,16.797621575706096,1012092,"52,97","1,32",łódzkie,"63,16","17,45","4,36","7,39","7,64"
101210,Masłowice,1012000,52.5,3989,1962,2027,116,34.4,0.0,11484.0,0,0.0,368.8,3989,146,1031.0,6.1,4.7,8.0,6314.06,1389.58,1.7,89.23,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,26.146903985961394,53.07094509902232,18.350463775382302,1012102,"56,83","2,51",łódzkie,"70,23","9,99","4,10","8,89","6,79"
101211,Przedbórz,1012000,52.0,6809,3401,3408,190,35.9,49.1,39083.0,2270,0.4,413.4,3405,93,1361.47,8.4,7.3,9.7,5514.33,670.79,11.77,87.93,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,25.33411661036863,54.61888676751359,17.41812307240417,1012113,"52,78","2,33",łódzkie,"62,97","11,22","6,85","8,48","10,47"
101212,Radomsko,1012000,48.2,5446,2699,2747,86,63.6,0.0,,0,24.7,340.8,2723,68,481.0,3.4,2.7,4.3,5448.95,826.1,48.16,81.26,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,26.735218508997427,55.214836577304446,16.470804260007345,1012122,"57,77","1,02",łódzkie,"56,12","21,98","6,28","6,40","9,22"
101213,Wielgomłyny,1012000,50.0,4432,2282,2150,123,36.0,0.0,17609.0,4432,0.5,366.2,4432,59,714.0,3.1,2.4,4.0,5454.82,542.41,8.36,95.22,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,26.51173285198556,53.768050541516246,17.73465703971119,1012132,"53,30","2,10",łódzkie,"70,21","8,14","3,48","12,69","5,48"
101214,Żytno,1012000,45.5,4911,2487,2424,198,24.9,0.0,16105.0,4911,0.0,436.4,1637,50,1806.72,3.9,2.9,5.1,5582.64,450.97,1.04,85.44,radomszczański,79.1,17.0,17.7,34.11,24.39,19.36,132.6,23.416819385053962,52.67766239055183,21.11586234982692,1012142,"51,59","2,33",łódzkie,"69,67","9,01","4,00","9,65","7,67"
101301,Rawa Mazowiecka,1013000,59.4,16459,7870,8589,14,1151.0,100.0,128148.0,2351,76.9,404.0,8230,207,32.6,3.9,3.7,4.2,6156.5,1606.34,75.34,115.32,rawski,81.6,10.0,17.94,35.03,23.44,19.09,683.11,24.03548210705389,55.440792271705455,18.786074488122,1013011,"64,35","1,35",łódzkie,"47,92","16,33","6,82","17,63","11,31"
101302,Biała Rawska,1013000,50.0,11152,5528,5624,208,53.5,28.1,36397.0,2788,2.3,345.9,11152,94,913.94,2.7,2.4,3.1,5372.48,692.83,11.81,92.25,rawski,81.6,10.0,17.94,35.03,23.44,19.09,683.11,27.05344332855093,54.48350071736011,16.43651362984218,1013023,"54,79","1,51",łódzkie,"59,19","7,36","6,48","20,34","6,64"
101303,Cielądz,1013000,45.7,3887,1974,1913,93,41.8,0.0,10943.0,0,0.5,339.6,1944,38,985.69,2.7,1.8,3.7,5676.13,495.39,61.2,87.57,rawski,81.6,10.0,17.94,35.03,23.44,19.09,683.11,27.424749163879596,54.66941085670183,15.101620787239517,1013032,"56,88","2,03",łódzkie,"71,28","3,42","5,82","14,95","4,54"
101304,Rawa Mazowiecka,1013000,46.3,8638,4295,4343,164,52.9,0.0,,0,4.8,324.0,1728,63,1590.49,2.9,2.7,3.0,5758.33,787.21,27.41,69.27,rawski,81.6,10.0,17.94,35.03,23.44,19.09,683.11,28.06205140078722,55.348460291734206,14.21625376244501,1013042,"56,80","1,85",łódzkie,"63,17","7,01","5,90","18,34","5,59"
101305,Regnów,1013000,48.4,1745,892,853,46,37.6,0.0,6656.0,1745,0.3,342.7,1745,115,254.8,1.7,1.0,2.6,5508.25,438.96,1.99,94.37,rawski,81.6,10.0,17.94,35.03,23.44,19.09,683.11,28.08022922636103,54.32664756446991,15.472779369627506,1013052,"57,82","2,66",łódzkie,"69,95","2,73","4,63","19,00","3,68"
101306,Sadkowice,1013000,47.9,5297,2679,2618,121,43.7,0.0,9706.0,0,2.4,319.6,2649,83,337.96,1.6,1.5,1.8,5512.39,339.92,1.42,93.98,rawski,81.6,10.0,17.94,35.03,23.44,19.09,683.11,27.48725693788937,52.52029450632434,17.613743628468946,1013062,"52,35","1,21",łódzkie,"70,08","4,72","6,47","14,65","4,07"
101401,Sieradz,1014000,61.3,40141,18872,21269,51,783.7,100.0,271485.0,2113,7.5,414.9,3088,198,129.17,5.2,4.7,5.6,4853.04,1127.16,68.9,109.54,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,22.789666425848885,56.69016716075833,18.616875513813806,1014011,"64,09","1,00",łódzkie,"42,28","30,16","6,73","7,21","12,55"
101402,Błaszki,1014000,52.7,14255,7098,7157,201,70.8,14.7,65809.0,2851,0.3,313.9,7128,120,662.76,4.1,3.7,4.6,5109.06,546.88,20.2,88.28,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,26.944931602946337,55.075412136092595,15.96632760434935,1014023,"56,14","1,36",łódzkie,"63,73","9,37","5,10","15,21","5,91"
101403,Brąszewice,1014000,43.5,4388,2216,2172,107,41.2,0.0,13461.0,4388,0.2,274.8,1463,208,1110.01,3.3,1.9,5.0,6311.45,629.8,3.81,103.44,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,31.22151321786691,53.23609845031905,13.559708295350958,1014032,"58,18","1,54",łódzkie,"71,10","7,00","8,96","7,35","4,93"
101404,Brzeźnio,1014000,54.9,6154,3092,3062,129,47.8,0.0,21998.0,3077,0.3,318.2,2051,149,1466.24,3.7,3.1,4.4,5302.19,767.03,20.26,83.49,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,27.380565485862853,54.37114072148196,15.957101072473186,1014042,"59,05","1,85",łódzkie,"56,49","12,89","6,60","14,26","8,63"
101405,Burzenin,1014000,51.2,5369,2704,2665,120,44.6,0.0,20029.0,5369,0.3,355.2,2685,100,2426.94,5.6,5.3,5.9,5511.76,558.28,1.46,94.75,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,25.758986775935927,54.70292419444962,17.433414043583532,1014052,"54,56","1,58",łódzkie,"55,38","10,84","5,57","8,60","18,64"
101406,Goszczanów,1014000,43.5,5226,2622,2604,122,43.0,0.0,8917.0,5226,0.2,299.3,5226,126,545.33,4.3,4.0,4.7,5280.4,325.38,2.85,86.72,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,27.26750861079219,53.36777650210486,16.89628779181018,1014062,"50,67","1,89",łódzkie,"66,82","8,34","6,97","9,21","7,61"
101407,Klonowa,1014000,47.1,2797,1400,1397,95,29.4,0.0,13277.0,2797,0.3,311.4,1399,155,750.59,3.0,2.5,3.6,6416.39,496.0,15.1,85.11,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,28.602073650339648,53.37861994994637,15.552377547372185,1014072,"55,04","1,03",łódzkie,"72,97","5,34","3,59","10,69","7,18"
101408,Sieradz,1014000,51.9,10682,5399,5283,182,58.8,0.0,,0,0.6,318.1,2671,127,1738.74,4.8,4.7,4.8,5475.3,850.2,30.42,63.14,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,28.122074517880545,55.62628721213257,14.39805279910129,1014082,"62,23","1,16",łódzkie,"59,00","14,79","5,75","10,43","9,04"
101409,Warta,1014000,49.5,12149,5930,6219,254,47.8,25.5,58224.0,3037,0.2,340.2,12149,70,1869.55,5.4,5.2,5.6,5401.42,518.4,3.58,96.82,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,25.60704584739485,54.160836282821634,17.49115153510577,1014093,"57,12","1,49",łódzkie,"63,04","12,53","6,03","9,95","7,67"
101410,Wróblew,1014000,51.6,5991,2955,3036,113,53.1,0.0,24705.0,2996,1.1,316.0,5991,81,793.03,4.0,3.9,4.1,5725.46,639.71,14.17,89.29,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,26.122517108996828,54.3481889500918,17.142380237022202,1014102,"58,94","1,53",łódzkie,"57,39","6,18","4,69","27,11","3,95"
101411,Złoczew,1014000,51.2,6998,3415,3583,117,59.7,49.2,23000.0,1400,0.1,326.1,1750,138,1347.28,4.6,3.9,5.6,5462.09,587.94,6.84,96.3,sieradzki,85.8,24.0,18.77,33.71,24.02,19.16,133.4,27.636467562160615,54.38696770505859,15.90454415547299,1014113,"56,74","1,55",łódzkie,"63,88","11,39","5,91","9,78","7,55"
101501,Bolimów,1015000,55.4,3933,1931,2002,112,35.2,0.0,10752.0,3933,0.4,354.2,3933,151,902.34,2.7,1.5,4.1,6063.71,825.15,-2.8,85.83,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,26.290363590134756,54.46224256292906,17.26417493007882,1015012,"58,34","1,41",łódzkie,"58,74","12,47","7,39","12,52","8,88"
101502,Głuchów,1015000,49.5,5632,2773,2859,111,50.9,0.0,15485.0,5632,1.0,296.3,1126,159,520.59,2.2,1.7,2.9,6003.77,581.05,3.54,94.37,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,28.39133522727273,52.78764204545454,15.873579545454545,1015022,"67,14","1,91",łódzkie,"70,98","3,46","5,18","16,95","3,43"
101503,Godzianów,1015000,48.1,2613,1335,1278,44,59.3,0.0,6980.0,0,1.6,283.2,2613,155,302.14,2.8,2.4,3.2,6943.86,817.33,2.18,100.81,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,28.31993876769996,54.11404515882128,14.695752009184845,1015032,"62,20","1,24",łódzkie,"70,45","6,18","8,68","9,23","5,47"
101504,Kowiesy,1015000,51.4,2844,1426,1418,86,33.1,0.0,2692.0,0,0.3,415.3,1422,179,483.34,2.9,1.9,4.2,6108.34,726.21,1.13,87.32,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,26.09001406469761,54.606188466947955,16.38537271448664,1015042,"56,98","1,24",łódzkie,"56,88","9,20","8,39","17,66","7,87"
101505,Lipce Reymontowskie,1015000,54.5,3177,1566,1611,43,74.0,0.0,9352.0,0,1.6,330.8,3177,78,200.06,2.7,2.4,3.0,7079.69,702.77,0.66,96.95,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,26.597418948693736,53.226314132829714,17.87850173119295,1015052,"61,61","1,36",łódzkie,"68,70","8,36","4,71","9,55","8,67"
101506,Maków,1015000,52.0,5997,2959,3038,81,73.6,0.0,22424.0,5997,0.7,301.7,5997,102,851.2,3.0,2.5,3.6,7135.56,758.78,28.7,104.85,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,27.780556945139235,54.59396364849092,14.974153743538436,1015062,"61,62","1,53",łódzkie,"68,80","9,68","6,75","8,95","5,82"
101507,Nowy Kawęczyn,1015000,54.7,3410,1722,1688,104,32.7,0.0,5019.0,0,0.7,396.5,3410,52,691.37,2.5,1.5,3.7,5446.66,843.35,18.02,97.92,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,26.65689149560117,55.13196480938416,15.63049853372434,1015072,"59,86","2,21",łódzkie,"62,21","10,74","7,02","11,42","8,61"
101508,Skierniewice,1015000,50.6,7977,3984,3993,131,60.8,0.0,6437.0,0,2.3,332.8,1595,112,844.1,4.0,3.0,5.1,6191.23,857.27,45.41,64.22,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,29.071079353140277,55.27140529020935,13.388491914253478,1015082,"59,97","1,77",łódzkie,"60,57","15,93","6,66","8,99","7,85"
101509,Słupia,1015000,49.3,2539,1297,1242,41,61.8,0.0,9205.0,0,0.3,302.9,2539,63,129.0,2.3,2.3,2.4,5337.73,625.39,3.74,71.31,skierniewicki,80.6,1.8,17.64,33.57,25.61,18.94,0.0,28.909019298936588,52.5009846396219,15.990547459629775,1015092,"60,87","1,77",łódzkie,"71,58","5,81","5,49","12,53","4,59"
101601,Tomaszów Mazowiecki,1016000,59.0,59608,27860,31748,42,1443.3,100.0,391924.0,2709,66.9,454.5,14902,110,105.71,6.8,6.4,7.3,5231.85,967.53,49.54,102.67,tomaszowski,81.0,11.8,18.65,35.93,23.13,17.5,410.11,23.25023486780298,54.19071265601932,20.11642732519125,1016011,"62,01","1,05",łódzkie,"45,05","24,75","6,56","8,86","14,78"
101602,Będków,1016000,53.8,3190,1574,1616,57,55.2,0.0,20035.0,3190,0.1,330.1,3190,137,389.6,3.9,3.5,4.4,5239.17,515.22,6.14,94.56,tomaszowski,81.0,11.8,18.65,35.93,23.13,17.5,410.11,25.297805642633232,55.4858934169279,17.460815047021942,1016022,"62,11","0,72",łódzkie,"64,05","10,63","8,10","10,21","7,01"
101603,Budziszewice,1016000,46.6,2102,1024,1078,30,69.7,0.0,9959.0,2102,0.4,365.4,2102,114,87.5,4.4,3.7,5.2,5516.6,615.93,1.01,111.59,tomaszowski,81.0,11.8,18.65,35.93,23.13,17.5,410.11,28.877259752616556,54.234062797335866,14.985727878211227,1016032,"62,07","2,47",łódzkie,"62,74","10,89","7,49","13,13","5,74"
101604,Czerniewice,1016000,47.6,4918,2476,2442,128,38.4,0.0,11249.0,0,0.5,323.5,4918,74,981.0,4.4,4.3,4.5,6457.0,643.01,39.27,92.58,tomaszowski,81.0,11.8,18.65,35.93,23.13,17.5,410.11,28.365189101260675,54.859699064660425,14.07076047173648,1016042,"59,95","2,14",łódzkie,"64,14","5,85","4,00","21,51","4,50"
