"municipality_code","municipality_name","splag_percent_vaccinated","partition"
"809092","Zabór",59.32,"prussian"
"810011","Gozdnica",54.45,"prussian"
"810021","Żagań",56.9,"prussian"
"810032","Brzeźnica",56.7333333333333,"prussian"
"810043","Iłowa",55.1857142857143,"prussian"
"810053","Małomice",51.775,"prussian"
"810062","Niegosławice",53.0166666666667,"prussian"
"810073","Szprotawa",52.6333333333333,"prussian"
"810082","Wymiarki",58.025,"prussian"
"810092","Żagań",55.83,"prussian"
"811011","Łęknica",58.45,"prussian"
"811021","Żary",56,"prussian"
"811032","Brody",57.45,"prussian"
"811043","Jasień",57.04,"prussian"
"811052","Lipinki Łużyckie",58.44,"prussian"
"811063","Lubsko",57.45,"prussian"
"811072","Przewóz",55.325,"prussian"
"811082","Trzebiel",58.5,"prussian"
"811092","Tuplice",56.58,"prussian"
"811102","Żary",57.9444444444444,"prussian"
"812013","Sława",52.3666666666667,"prussian"
"812023","Szlichtyngowa",51.3666666666667,"prussian"
"812033","Wschowa",50.3428571428571,"prussian"
"861011","Gorzów Wielkopolski",57.02,"prussian"
"862011","Zielona Góra",59.7857142857143,"prussian"
"1001011","Bełchatów",44.7,"russian"
"1001022","Bełchatów",47.9571428571429,"russian"
"1001032","Drużbice",49.7,"russian"
"1001042","Kleszczów",47.3857142857143,"russian"
"1001052","Kluki",44.65,"russian"
"1001062","Rusiec",51.1166666666667,"russian"
"1001072","Szczerców",46.7428571428571,"russian"
"1001083","Zelów",48.6,"russian"
"1002011","Kutno",56.55,"russian"
"1002022","Bedlno",57.3666666666667,"russian"
"1002032","Dąbrowice",53.7333333333333,"russian"
"1002043","Krośniewice",52.9,"russian"
"1002052","Krzyżanów",58.1571428571429,"russian"
"1002062","Kutno",56.9111111111111,"russian"
"1002072","Łanięta",54.44,"russian"
"1002082","Nowe Ostrowy",52.4,"russian"
"1002092","Oporów",54.9714285714286,"russian"
"1002102","Strzelce",51.82,"russian"
"1002113","Żychlin",55.4,"russian"
"1003012","Buczek",51.62,"russian"
"1003023","Łask",51.9166666666667,"russian"
"1003032","Sędziejowice",51.0857142857143,"russian"
"1003042","Widawa",50.6,"russian"
"1003052","Wodzierady",54.5,"russian"
"1004011","Łęczyca",53.2,"russian"
"1004022","Daszyna",54.2,"russian"
"1004032","Góra Świętej Małgorzaty",58.0166666666667,"russian"
"1004042","Grabów",52.8375,"russian"
"1004052","Łęczyca",55.0666666666667,"russian"
"1004063","Piątek",55.1857142857143,"russian"
"1004072","Świnice Warckie",52.86,"russian"
"1004082","Witonia",55.26,"russian"
"1005011","Łowicz",57.9,"russian"
"1005022","Bielawy",55.75,"russian"
"1005032","Chąśno",58.14,"russian"
"1005042","Domaniewice",52.625,"russian"
"1005052","Kiernozia",54.1714285714286,"russian"
"1005062","Kocierzew Południowy",54.6571428571429,"russian"
"1005072","Łowicz",57.6375,"russian"
"1005082","Łyszkowice",54.5,"russian"
"1005092","Nieborów",55.5,"russian"
"1005102","Zduny",55.7,"russian"
"1006022","Andrespol",58.04,"russian"
"1006032","Brójce",57.7375,"russian"
"1006073","Koluszki",52.2666666666667,"russian"
"1006082","Nowosolna",58.675,"russian"
"1006103","Rzgów",59.5666666666667,"russian"
"1006113","Tuszyn",54.6571428571429,"russian"
"1007012","Białaczów",51.85,"russian"
"1007023","Drzewica",54.8,"russian"
"1007032","Mniszków",52.2833333333333,"russian"
"1007043","Opoczno",53.2142857142857,"russian"
"1007052","Paradyż",50.96,"russian"
"1007062","Poświętne",53.54,"russian"
"1007072","Sławno",52.45,"russian"
"1007082","Żarnów",55.0428571428571,"russian"
"1008011","Konstantynów Łódzki",59.475,"russian"
"1008021","Pabianice",58.84,"russian"
"1008032","Dłutów",51.1571428571429,"russian"
"1008042","Dobroń",53.1571428571429,"russian"
"1008052","Ksawerów",62.3666666666667,"russian"
"1008062","Lutomiersk",56.3285714285714,"russian"
"1008072","Pabianice",58.4333333333333,"russian"
"1009013","Działoszyn",52.3666666666667,"russian"
"1009022","Kiełczygłów",50.66,"russian"
"1009032","Nowa Brzeźnica",51.4857142857143,"russian"
"1009043","Pajęczno",49.4125,"russian"
"1009052","Rząśnia",49.62,"russian"
"1009062","Siemkowice",53.22,"russian"
"1009072","Strzelce Wielkie",48.88,"russian"
"1009082","Sulmierzyce",46.35,"russian"
"1010012","Aleksandrów",52.3285714285714,"russian"
"1010022","Czarnocin",55.3,"russian"
"1010032","Gorzkowice",52.9333333333333,"russian"
"1010042","Grabica",53.8333333333333,"russian"
"1010052","Łęki Szlacheckie",53.525,"russian"
"1010062","Moszczenica",55.6833333333333,"russian"
"1010072","Ręczno",52.7,"russian"
"1010082","Rozprza",54.1,"russian"
"1010093","Sulejów",54.9333333333333,"russian"
"1010102","Wola Krzysztoporska",52.1666666666667,"russian"
"1010113","Wolbórz",53.5142857142857,"russian"
"1011012","Dalików",57.06,"russian"
"1011022","Pęczniew",52.625,"russian"
"1011033","Poddębice",54.1714285714286,"russian"
"1011043","Uniejów",52.9285714285714,"russian"
"1011052","Wartkowice",54.8166666666667,"russian"
"1011062","Zadzim",54.8666666666667,"russian"
"1012011","Radomsko",50.85,"russian"
"1012022","Dobryszyce",50.5428571428571,"russian"
"1012032","Gidle",50.1666666666667,"russian"
"1012042","Gomunice",51.98,"russian"
"1012053","Kamieńsk",49.6285714285714,"russian"
"1012062","Kobiele Wielkie",50.4833333333333,"russian"
"1012072","Kodrąb",52.6166666666667,"russian"
"1012082","Lgota Wielka",47.12,"russian"
"1012092","Ładzice",49.8142857142857,"russian"
"1012102","Masłowice",52.4428571428572,"russian"
"1012113","Przedbórz",53.6333333333333,"russian"
"1012122","Radomsko",52.475,"russian"
"1012132","Wielgomłyny",51.3,"russian"
"1012142","Żytno",52.8,"russian"
"1013011","Rawa Mazowiecka",46.3,"russian"
"1013023","Biała Rawska",51.1428571428571,"russian"
"1013032","Cielądz",49.0833333333333,"russian"
"1013042","Rawa Mazowiecka",50.2888888888889,"russian"
"1013052","Regnów",47.475,"russian"
"1013062","Sadkowice",50.55,"russian"
"1014011","Sieradz",51.75,"russian"
"1014023","Błaszki",46.7285714285714,"russian"
"1014032","Brąszewice",50.0285714285714,"russian"
"1014042","Brzeźnio",50.35,"russian"
"1014052","Burzenin",53.25,"russian"
"1014062","Goszczanów",48.1714285714286,"russian"
"1014072","Klonowa",49.84,"russian"
"1014082","Sieradz",52.4,"russian"
"1014093","Warta",50.9444444444444,"russian"
"1014102","Wróblew",52.3,"russian"
"1014113","Złoczew",51.5857142857143,"russian"
"1015012","Bolimów",54.5,"russian"
"1015022","Głuchów",48.7666666666667,"russian"
"1015032","Godzianów",51.18,"russian"
"1015042","Kowiesy",53.35,"russian"
"1015052","Lipce Reymontowskie",52.7833333333333,"russian"
"1015062","Maków",53.36,"russian"
"1015072","Nowy Kawęczyn",50.22,"russian"
"1015082","Skierniewice",53.6,"russian"
"1015092","Słupia",52.86,"russian"
"1016011","Tomaszów Mazowiecki",50.65,"russian"
"1016022","Będków",53.4,"russian"
"1016032","Budziszewice",50.42,"russian"
"1016042","Czerniewice",48.2285714285714,"russian"
"1016052","Inowłódz",51.4714285714286,"russian"
"1016062","Lubochnia",50.9714285714286,"russian"
"1016072","Rokiciny",54.875,"russian"
"1016082","Rzeczyca",51.3833333333333,"russian"
"1016092","Tomaszów Mazowiecki",52.2714285714286,"russian"
"1016102","Ujazd",52.2857142857143,"russian"
"1016112","Żelechlinek",49.8714285714286,"russian"
"1017012","Biała",53.1142857142857,"russian"
"1017022","Czarnożyły",54.15,"russian"
"1017032","Konopnica",52.55,"russian"
"1017042","Mokrsko",54.55,"russian"
"1017052","Osjaków",54.6,"russian"
"1017062","Ostrówek",55.1333333333333,"russian"
"1017072","Pątnów",54.6714285714286,"russian"
"1017082","Skomlin",51.5833333333333,"prussian"
"1017082","Skomlin",51.5833333333333,"russian"
"1017093","Wieluń",52.25,"russian"
"1017102","Wierzchlas",54.14,"russian"
"1018012","Bolesławiec",52.78,"prussian"
"1018012","Bolesławiec",52.78,"russian"
"1018022","Czastary",52.9,"russian"
"1018032","Galewice",52.1857142857143,"prussian"
"1018032","Galewice",52.1857142857143,"russian"
"1018043","Lututów",51.2428571428571,"russian"
"1018052","Łubnice",50.45,"prussian"
"1018052","Łubnice",50.45,"russian"
"1018062","Sokolniki",52.62,"russian"
"1018073","Wieruszów",54.3125,"prussian"
"1018073","Wieruszów",54.3125,"russian"
"1019011","Zduńska Wola",49.7,"russian"
"1019023","Szadek",51.72,"russian"
"1019032","Zapolice",51.7333333333333,"russian"
"1019042","Zduńska Wola",52.8,"russian"
"1020011","Głowno",56.2666666666667,"russian"
"1020021","Ozorków",55.1666666666667,"russian"
"1020031","Zgierz",62.3333333333333,"russian"
"1020043","Aleksandrów Łódzki",60.2428571428571,"russian"
"1020052","Głowno",58.575,"russian"
"1020062","Ozorków",56.0333333333333,"russian"
"1020072","Parzęczew",55.8428571428571,"russian"
"1020083","Stryków",58.9857142857143,"russian"
"1020092","Zgierz",58.3666666666667,"russian"
"1021011","Brzeziny",46.4,"russian"
"1021022","Brzeziny",59.2571428571429,"russian"
"1021032","Dmosin",56.2571428571429,"russian"
"1021042","Jeżów",52.98,"russian"
"1021052","Rogów",52.9333333333333,"russian"
"1061011","Łódź",60.2583333333333,"russian"
"1062011","Piotrków Trybunalski",53.2333333333333,"russian"
"1063011","Skierniewice",51.3,"russian"
"1201011","Bochnia",49.6666666666667,"austrian"
"1201022","Bochnia",51.96,"austrian"
"1201032","Drwinia",54.5285714285714,"austrian"
"1201032","Drwinia",54.5285714285714,"russian"
"1201042","Lipnica Murowana",43.3833333333333,"austrian"
"1201052","Łapanów",47.8428571428571,"austrian"
"1201063","Nowy Wiśnicz",49.275,"austrian"
"1201072","Rzezawa",50.85,"austrian"
"1201082","Trzciana",45.2166666666667,"austrian"
"1201092","Żegocina",45.32,"austrian"
"1202012","Borzęcin",45.45,"austrian"
"1202023","Brzesko",45.8,"austrian"
"1202033","Czchów",42.2571428571429,"austrian"
"1202042","Dębno",44.3666666666667,"austrian"
"1202052","Gnojnik",47.78,"austrian"
"1202062","Iwkowa",42.55,"austrian"
"1202072","Szczurowa",47.0375,"austrian"
"1202072","Szczurowa",47.0375,"russian"
"1203013","Alwernia",58.7571428571429,"austrian"
"1203022","Babice",61.25,"austrian"
"1203033","Chrzanów",58.96,"austrian"
"1203043","Libiąż",61.2857142857143,"austrian"
"1203053","Trzebinia",60.15,"austrian"
"1203053","Trzebinia",60.15,"russian"
"1204012","Bolesław",42.825,"austrian"
"1204012","Bolesław",42.825,"russian"
"1204023","Dąbrowa Tarnowska",39.9333333333333,"austrian"
"1204032","Gręboszów",44.0333333333333,"austrian"
"1204032","Gręboszów",44.0333333333333,"russian"
"1204042","Mędrzechów",43.3166666666667,"austrian"
"1204042","Mędrzechów",43.3166666666667,"russian"
"1204052","Olesno",40.12,"austrian"
"1204062","Radgoszcz",39.0666666666667,"austrian"
"1204073","Szczucin",42.7142857142857,"austrian"
"1204073","Szczucin",42.7142857142857,"russian"
"1205011","Gorlice",46.4,"austrian"
"1205023","Biecz",40.7,"austrian"
"1205033","Bobowa",41.94,"austrian"
"1205042","Gorlice",41.0333333333333,"austrian"
"1205052","Lipinki",42.3333333333333,"austrian"
"1205062","Łużna",42.425,"austrian"
"1205072","Moszczenica",42.1833333333333,"austrian"
"1205082","Ropa",44.675,"austrian"
"1205092","Sękowa",38.8285714285714,"austrian"
"1205102","Uście Gorlickie",43.62,"austrian"
"1206012","Czernichów",58.0333333333333,"austrian"
"1206022","Igołomia-Wawrzeńczyce",57.8,"austrian"
"1206022","Igołomia-Wawrzeńczyce",57.8,"russian"
"1206032","Iwanowice",62.4666666666667,"austrian"
"1206032","Iwanowice",62.4666666666667,"russian"
"1206042","Jerzmanowice-Przeginia",62.0166666666667,"austrian"
"1206042","Jerzmanowice-Przeginia",62.0166666666667,"russian"
"1206052","Kocmyrzów-Luborzyca",62.1,"austrian"
"1206052","Kocmyrzów-Luborzyca",62.1,"russian"
"1206063","Krzeszowice",60.1142857142857,"austrian"
"1206063","Krzeszowice",60.1142857142857,"russian"
"1206072","Liszki",63.06,"austrian"
"1206082","Michałowice",65.45,"austrian"
"1206082","Michałowice",65.45,"russian"
"1206092","Mogilany",59.5,"austrian"
"1206103","Skała",61,"austrian"
"1206103","Skała",61,"russian"
"1206113","Skawina",58.1333333333333,"austrian"
"1206123","Słomniki",58.4,"austrian"
"1206123","Słomniki",58.4,"russian"
"1206132","Sułoszowa",60.95,"russian"
"1206143","Świątniki Górne",62,"austrian"
"1206152","Wielka Wieś",65.52,"austrian"
"1206152","Wielka Wieś",65.52,"russian"
"1206162","Zabierzów",63.14,"austrian"
"1206162","Zabierzów",63.14,"russian"
"1206172","Zielonki",65.72,"austrian"
"1206172","Zielonki",65.72,"russian"
"1207011","Limanowa",38.9666666666667,"austrian"
"1207021","Mszana Dolna",39.25,"austrian"
"1207032","Dobra",41.6,"austrian"
"1207042","Jodłownik",45.0833333333333,"austrian"
"1207052","Kamienica",38.8777777777778,"austrian"
"1207062","Laskowa",44.2333333333333,"austrian"
"1207072","Limanowa",42.2307692307692,"austrian"
"1207082","Łukowica",39.28,"austrian"
"1207092","Mszana Dolna",43.6666666666667,"austrian"
"1207102","Niedźwiedź",42.92,"austrian"
"1207112","Słopnice",41.6833333333333,"austrian"
"1207122","Tymbark",41.8,"austrian"
"1208012","Charsznica",58.9333333333333,"russian"
"1208022","Gołcza",59.6857142857143,"russian"
"1208032","Kozłów",59.46,"russian"
"1208042","Książ Wielki",59.3166666666667,"russian"
"1208053","Miechów",58.3428571428571,"russian"
"1208062","Racławice",56.2166666666667,"russian"
"1208072","Słaboszów",59.2,"russian"
"1209013","Dobczyce",52.6666666666667,"austrian"
"1209022","Lubień",44.9333333333333,"austrian"
"1209033","Myślenice",54.4714285714286,"austrian"
"1209042","Pcim",48.8142857142857,"austrian"
"1209052","Raciechowice",49.98,"austrian"
"1209062","Siepraw",57.9,"austrian"
"1209073","Sułkowice",53.76,"austrian"
"1209082","Tokarnia",49.08,"austrian"
"1209092","Wiśniowa",46.7428571428571,"austrian"
"1210011","Grybów",37.05,"austrian"
"1210022","Chełmiec",42.325,"austrian"
"1210032","Gródek nad Dunajcem",42.54,"austrian"
"1210042","Grybów",42.8727272727273,"austrian"
"1210052","Kamionka Wielka",42.08,"austrian"
"1210062","Korzenna",42.7333333333333,"austrian"
"1210073","Krynica-Zdrój",42.825,"austrian"
"1210082","Łabowa",43.3,"austrian"
"1210092","Łącko",41.1166666666667,"austrian"
"1210102","Łososina Dolna",41.45,"austrian"
"1210113","Muszyna",41.6333333333333,"austrian"
"1210122","Nawojowa",41.8166666666667,"austrian"
"1210133","Piwniczna-Zdrój",43.52,"austrian"
"1210142","Podegrodzie",42.3833333333333,"austrian"
"1210152","Rytro",41.125,"austrian"
"1210163","Stary Sącz",43.35,"austrian"
"1211011","Nowy Targ",31.65,"austrian"
"1211023","Szczawnica",42.3333333333333,"austrian"
"1211032","Czarny Dunajec",33.1714285714286,"austrian"
"1211042","Czorsztyn",41.725,"austrian"
"1211052","Jabłonka",39.4166666666667,"austrian"
"1211062","Krościenko nad Dunajcem",45.3666666666667,"austrian"
"1211072","Lipnica Wielka",45.55,"austrian"
"1211082","Łapsze Niżne",38.8333333333333,"austrian"
"1211092","Nowy Targ",38.7166666666667,"austrian"
"1211102","Ochotnica Dolna",44.2666666666667,"austrian"
"1211112","Raba Wyżna",41.2875,"austrian"
"1211123","Rabka-Zdrój",38.9,"austrian"
"1211132","Spytkowice",42.05,"austrian"
"1211142","Szaflary",34.38,"austrian"
"1212011","Bukowno",59.48,"austrian"
"1212011","Bukowno",59.48,"russian"
"1212032","Bolesław",61.3,"russian"
"1212042","Klucze",58.5,"russian"
"1212053","Olkusz",58.9222222222222,"austrian"
"1212053","Olkusz",58.9222222222222,"russian"
"1212062","Trzyciąż",59.8,"russian"
"1212073","Wolbrom",57.6285714285714,"russian"
"1213011","Oświęcim",60.4666666666667,"austrian"
"1213023","Brzeszcze",56.925,"austrian"
"1213023","Brzeszcze",56.925,"prussian"
"1213033","Chełmek",59.7,"austrian"
"1213033","Chełmek",59.7,"prussian"
"1213043","Kęty",57.3,"austrian"
"1213052","Osiek",59.82,"austrian"
"1213062","Oświęcim",58.7666666666667,"austrian"
"1213062","Oświęcim",58.7666666666667,"prussian"
"1213072","Polanka Wielka",60.7333333333333,"austrian"
"1213082","Przeciszów",58.8428571428571,"austrian"
"1213093","Zator",57.3166666666667,"austrian"
"1214012","Koniusza",60.7,"austrian"
"1214012","Koniusza",60.7,"russian"
"1214023","Koszyce",50.3,"austrian"
"1214023","Koszyce",50.3,"russian"
"1214033","Nowe Brzesko",55.1,"austrian"
"1214033","Nowe Brzesko",55.1,"russian"
"1214042","Pałecznica",54.2,"russian"
"1214053","Proszowice",55.2857142857143,"russian"
"1214062","Radziemice",57.1166666666667,"russian"
"1215011","Jordanów",44.4,"austrian"
"1215021","Sucha Beskidzka",55.0666666666667,"austrian"
"1215032","Budzów",52.3,"austrian"
"1215042","Bystra-Sidzina",48.15,"austrian"
"1215052","Jordanów",46.8,"austrian"
"1215063","Maków Podhalański",53.3125,"austrian"
"1215072","Stryszawa",53.4444444444444,"austrian"
"1215082","Zawoja",46.4571428571429,"austrian"
"1215092","Zembrzyce",54.9,"austrian"
"1216013","Ciężkowice",40.7,"austrian"
"1216022","Gromnik",42.6,"austrian"
"1216032","Lisia Góra",42.8666666666667,"austrian"
"1216042","Pleśna",42.54,"austrian"
"1216053","Radłów",44.4,"austrian"
"1216063","Ryglice",40.4,"austrian"
"1216072","Rzepiennik Strzyżewski",40.65,"austrian"
"1216082","Skrzyszów",42.9333333333333,"austrian"
"1216092","Tarnów",44.9,"austrian"
"1216103","Tuchów",42.9285714285714,"austrian"
"1216112","Wierzchosławice",46.7166666666667,"austrian"
"1216122","Wietrzychowice",45.9166666666667,"austrian"
"1216122","Wietrzychowice",45.9166666666667,"russian"
"1216133","Wojnicz",44.8166666666667,"austrian"
"1216143","Zakliczyn",43.425,"austrian"
"1216153","Żabno",43.2333333333333,"austrian"
"1216162","Szerzyny",39.4142857142857,"austrian"
"1217011","Zakopane",34.7,"austrian"
"1217022","Biały Dunajec",30.2,"austrian"
"1217032","Bukowina Tatrzańska",36.05,"austrian"
"1217042","Kościelisko",36.5666666666667,"austrian"
"1217052","Poronin",35.36,"austrian"
"1218013","Andrychów",55.1125,"austrian"
"1218022","Brzeźnica",56.4333333333333,"austrian"
"1218033","Kalwaria Zebrzydowska",55.9,"austrian"
"1218042","Lanckorona",55.2,"austrian"
"1218052","Mucharz",54.5,"austrian"
"1218062","Spytkowice",57.76,"austrian"
"1218072","Stryszów",53.5666666666667,"austrian"
"1218082","Tomice",55.62,"austrian"
"1218093","Wadowice",53.925,"austrian"
"1218102","Wieprz",57.5285714285714,"austrian"
"1219012","Biskupice",58.7333333333333,"austrian"
"1219022","Gdów",54.0875,"austrian"
"1219032","Kłaj",53.1,"austrian"
"1219043","Niepołomice",58.4142857142857,"austrian"
"1219043","Niepołomice",58.4142857142857,"russian"
"1219053","Wieliczka",57.3428571428571,"austrian"
"1261011","Kraków",61.9153846153846,"austrian"
"1261011","Kraków",61.9153846153846,"russian"
"1262011","Nowy Sącz",40.36,"austrian"
"1263011","Tarnów",45.26,"austrian"
"1401013","Białobrzegi",51.8666666666667,"russian"
"1401022","Promna",53.7333333333333,"russian"
"1401032","Radzanów",51.08,"russian"
"1401042","Stara Błotnica",49.52,"russian"
"1401052","Stromiec",50.4166666666667,"russian"
"1401063","Wyśmierzyce",52.8142857142857,"russian"
"1402011","Ciechanów",52.85,"russian"
"1402022","Ciechanów",52.675,"russian"
"1402033","Glinojeck",49.9833333333333,"russian"
"1402042","Gołymin-Ośrodek",54.1166666666667,"russian"
"1402052","Grudusk",49.84,"russian"
"1402062","Ojrzeń",52.05,"russian"
"1402072","Opinogóra Górna",53.2166666666667,"russian"
"1402082","Regimin",50.1833333333333,"russian"
"1402092","Sońsk",52.4714285714286,"russian"
"1403011","Garwolin",49.55,"russian"
"1403021","Łaskarzew",53.65,"russian"
"1403032","Borowie",47.3571428571429,"russian"
"1403042","Garwolin",55.2888888888889,"russian"
"1403052","Górzno",53.1857142857143,"russian"
"1403062","Łaskarzew",53.1666666666667,"russian"
"1403072","Maciejowice",53.9285714285714,"russian"
"1403082","Miastków Kościelny",48.14,"russian"
"1403092","Parysów",51.24,"russian"
"1403103","Pilawa",52.92,"russian"
"1403112","Sobolew",53.6,"russian"
"1403122","Trojanów",51.25,"russian"
"1403132","Wilga",57.1166666666667,"russian"
"1403143","Żelechów",47.5166666666667,"russian"
"1404011","Gostynin",50.1,"russian"
"1404022","Gostynin",54.925,"russian"
"1404032","Pacyna",52.75,"russian"
"1404043","Sanniki",50.58,"russian"
"1404052","Szczawin Kościelny",53.9833333333333,"russian"
"1405011","Milanówek",70.3,"russian"
"1405021","Podkowa Leśna",68.3666666666667,"russian"
"1405032","Baranów",61.04,"russian"
"1405043","Grodzisk Mazowiecki",62.925,"russian"
"1405052","Jaktorów",57.32,"russian"
"1405062","Żabia Wola",60.7166666666667,"russian"
"1406012","Belsk Duży",53.5666666666667,"russian"
"1406022","Błędów",53.1333333333333,"russian"
"1406032","Chynów",60.2833333333333,"russian"
"1406042","Goszczyn",53.75,"russian"
"1406053","Grójec",58.6,"russian"
"1406062","Jasieniec",55.4166666666667,"russian"
"1406073","Mogielnica",52.4571428571429,"russian"
"1406083","Nowe Miasto nad Pilicą",50.1857142857143,"russian"
"1406092","Pniewy",59.0333333333333,"russian"
"1406113","Warka",54.7222222222222,"russian"
"1407012","Garbatka-Letnisko",49.65,"russian"
"1407022","Głowaczów",48.1857142857143,"russian"
"1407032","Gniewoszów",51.9,"russian"
"1407042","Grabów nad Pilicą",50.6,"russian"
"1407053","Kozienice",52.0714285714286,"russian"
"1407062","Magnuszew",52.6333333333333,"russian"
"1407072","Sieciechów",55.25,"russian"
"1408011","Legionowo",65.2333333333333,"russian"
"1408022","Jabłonna",67.1285714285714,"russian"
"1408032","Nieporęt",65.0714285714286,"russian"
"1408043","Serock",57.33,"russian"
"1408052","Wieliszew",65.9,"russian"
"1409012","Chotcza",47.4857142857143,"russian"
"1409022","Ciepielów",48.8857142857143,"russian"
"1409033","Lipsko",46.06,"russian"
"1409042","Rzeczniów",49.525,"russian"
"1409052","Sienno",49.7375,"russian"
"1409062","Solec nad Wisłą",46.7,"russian"
"1410012","Huszlew",45.25,"russian"
"1410023","Łosice",44.1833333333333,"russian"
"1410032","Olszanka",41.66,"russian"
"1410042","Platerów",44.2714285714286,"russian"
"1410052","Sarnaki",41.18,"russian"
"1410062","Stara Kornica",46.3333333333333,"russian"
"1411011","Maków Mazowiecki",54.9,"russian"
"1411022","Czerwonka",55.875,"russian"
"1411032","Karniewo",55.0875,"russian"
"1411042","Krasnosielc",48.08,"russian"
"1411052","Młynarze",51.3,"russian"
"1411062","Płoniawy-Bramura",51.2142857142857,"russian"
"1411073","Różan",54.125,"russian"
"1411082","Rzewnie",52.1714285714286,"russian"
"1411092","Sypniewo",50.52,"russian"
"1411102","Szelków",56.7166666666667,"russian"
"1412011","Mińsk Mazowiecki",54.2,"russian"
"1412042","Cegłów",51.2333333333333,"russian"
"1412052","Dębe Wielkie",59.7,"russian"
"1412062","Dobre",51.45,"russian"
"1412073","Halinów",62.475,"russian"
"1412082","Jakubów",54.84,"russian"
"1412093","Kałuszyn",51.2571428571429,"russian"
"1412102","Latowicz",52,"russian"
"1412112","Mińsk Mazowiecki",57.25,"russian"
"1412123","Mrozy",46.65,"russian"
"1412132","Siennica",53.4833333333333,"russian"
"1412142","Stanisławów",53.3142857142857,"russian"
"1412151","Sulejówek",66.425,"russian"
"1413011","Mława",50.02,"russian"
"1413022","Dzierzgowo",47.1375,"prussian"
"1413022","Dzierzgowo",47.1375,"russian"
"1413032","Lipowiec Kościelny",53.7166666666667,"prussian"
"1413032","Lipowiec Kościelny",53.7166666666667,"russian"
"1413042","Radzanów",48.58,"russian"
"1413052","Strzegowo",50.7,"russian"
"1413062","Stupsk",49.84,"russian"
"1413072","Szreńsk",53.9428571428572,"russian"
"1413082","Szydłowo",51.2666666666667,"russian"
"1413092","Wieczfnia Kościelna",52.44,"russian"
"1413102","Wiśniewo",51.3166666666667,"russian"
"1414011","Nowy Dwór Mazowiecki",62.64,"russian"
"1414022","Czosnów",65.1857142857143,"russian"
"1414032","Leoncin",59.7166666666667,"russian"
"1414043","Nasielsk",58.3142857142857,"russian"
"1414052","Pomiechówek",61.86,"russian"
"1414063","Zakroczym",57.525,"russian"
"1415012","Baranowo",41.3875,"russian"
"1415022","Czarnia",42.62,"prussian"
"1415022","Czarnia",42.62,"russian"
"1415032","Czerwin",45.6,"russian"
"1415042","Goworowo",50.975,"russian"
"1415052","Kadzidło",38.54,"russian"
"1415062","Lelis",44.2285714285714,"russian"
"1415072","Łyse",39.15,"prussian"
"1415072","Łyse",39.15,"russian"
"1415083","Myszyniec",38.76,"prussian"
"1415083","Myszyniec",38.76,"russian"
"1415092","Olszewo-Borki",49.0375,"russian"
"1415102","Rzekuń",47.0375,"russian"
"1415112","Troszyn",43.975,"russian"
"1416011","Ostrów Mazowiecka",46.15,"russian"
"1416022","Andrzejewo",48.1833333333333,"russian"
"1416032","Boguty-Pianki",50.7,"russian"
"1416043","Brok",48.2,"russian"
"1416052","Małkinia Górna",47.8142857142857,"russian"
"1416062","Nur",52.5285714285714,"russian"
"1416072","Ostrów Mazowiecka",47.2,"russian"
"1416082","Stary Lubotyń",42.6,"russian"
"1416092","Szulborze Wielkie",50.9,"russian"
"1416102","Wąsewo",46.675,"russian"
"1416112","Zaręby Kościelne",50.7,"russian"
"1417011","Józefów",68.9,"russian"
"1417021","Otwock",65.66,"russian"
"1417032","Celestynów",61.1166666666667,"russian"
"1417043","Karczew",64.6,"russian"
"1417052","Kołbiel",56.0166666666667,"russian"
"1417062","Osieck",56.7,"russian"
"1417072","Sobienie-Jeziory",57.9375,"russian"
"1417082","Wiązowna",62.4666666666667,"russian"
"1418013","Góra Kalwaria",65.8833333333333,"russian"
"1418023","Konstancin-Jeziorna",68.4666666666667,"russian"
"1418032","Lesznowola",72.06,"russian"
"1418043","Piaseczno",69,"russian"
"1418052","Prażmów",64,"russian"
"1418063","Tarczyn",65.6428571428571,"russian"
"1419012","Bielsk",50.85,"russian"
"1419022","Bodzanów",53.56,"russian"
"1419032","Brudzeń Duży",52.0428571428571,"russian"
"1419042","Bulkowo",51.7,"russian"
"1419053","Drobin",49.875,"russian"
"1419063","Gąbin",53.3571428571429,"russian"
"1419072","Łąck",54.4,"russian"
"1419082","Mała Wieś",51.9166666666667,"russian"
"1419092","Nowy Duninów",55.7285714285714,"russian"
"1419102","Radzanowo",56.2714285714286,"russian"
"1419112","Słubice",53.95,"russian"
"1419122","Słupno",54.56,"russian"
"1419132","Stara Biała",54.55,"russian"
"1419142","Staroźreby",50.3571428571429,"russian"
"1419153","Wyszogród",52.5166666666667,"russian"
"1420011","Płońsk",45.8,"russian"
"1420021","Raciąż",47.6,"russian"
"1420032","Baboszewo",49,"russian"
"1420043","Czerwińsk nad Wisłą",55.15,"russian"
"1420052","Dzierzążnia",49.92,"russian"
"1420062","Joniec",53.7666666666667,"russian"
"1420072","Naruszewo",51.3428571428571,"russian"
"1420082","Nowe Miasto",54.46,"russian"
"1420092","Płońsk",52.5,"russian"
"1420102","Raciąż",51.3666666666667,"russian"
"1420112","Sochocin",51.5857142857143,"russian"
"1420122","Załuski",52.78,"russian"
"1421011","Piastów",72.175,"russian"
"1421021","Pruszków",70.6,"russian"
"1421033","Brwinów",70.1,"russian"
